count(Paper);Country 1;Country 2;Journal;Category
36;Greece;Norway;Journal of Alzheimer's Disease;Medicine & Health
5;Greece;Panama;Journal of Alzheimer's Disease;Medicine & Health
79;Greece;Poland;Journal of Alzheimer's Disease;Medicine & Health
118;Greece;Portugal;Journal of Alzheimer's Disease;Medicine & Health
16;Greece;Romania;Journal of Alzheimer's Disease;Medicine & Health
20;Greece;Russia;Journal of Alzheimer's Disease;Medicine & Health
4;Greece;Serbia;Journal of Alzheimer's Disease;Medicine & Health
7;Greece;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
8;Greece;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
151;Greece;Spain;Journal of Alzheimer's Disease;Medicine & Health
246;Greece;Sweden;Journal of Alzheimer's Disease;Medicine & Health
104;Greece;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
58;Greece;Turkey;Journal of Alzheimer's Disease;Medicine & Health
51;Greece;Ukraine;Journal of Alzheimer's Disease;Medicine & Health
1025;Greece;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
950;Greece;United States;Journal of Alzheimer's Disease;Medicine & Health
21;Greece;Venezuela;Journal of Alzheimer's Disease;Medicine & Health
7;Grenada;United States;Journal of Alzheimer's Disease;Medicine & Health
4;Guadeloupe;Mexico;Journal of Alzheimer's Disease;Medicine & Health
4;Guadeloupe;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
20;Haiti;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
112;Haiti;Singapore;Journal of Alzheimer's Disease;Medicine & Health
30;Haiti;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
34;Haiti;United States;Journal of Alzheimer's Disease;Medicine & Health
13;Hong Kong;Iran;Journal of Alzheimer's Disease;Medicine & Health
4;Hong Kong;Ireland;Journal of Alzheimer's Disease;Medicine & Health
20;Hong Kong;Israel;Journal of Alzheimer's Disease;Medicine & Health
13;Hong Kong;Italy;Journal of Alzheimer's Disease;Medicine & Health
49;Hong Kong;Japan;Journal of Alzheimer's Disease;Medicine & Health
12;Hong Kong;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
24;Hong Kong;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
48;Hong Kong;Singapore;Journal of Alzheimer's Disease;Medicine & Health
13;Hong Kong;South Africa;Journal of Alzheimer's Disease;Medicine & Health
4;Hong Kong;Spain;Journal of Alzheimer's Disease;Medicine & Health
24;Hong Kong;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
237;Hong Kong;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
315;Hong Kong;United States;Journal of Alzheimer's Disease;Medicine & Health
16;Hungary;Israel;Journal of Alzheimer's Disease;Medicine & Health
4;Hungary;Italy;Journal of Alzheimer's Disease;Medicine & Health
65;Hungary;Japan;Journal of Alzheimer's Disease;Medicine & Health
69;Hungary;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
85;Hungary;Norway;Journal of Alzheimer's Disease;Medicine & Health
178;Hungary;Russia;Journal of Alzheimer's Disease;Medicine & Health
4;Hungary;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
16;Hungary;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
8;Hungary;Sweden;Journal of Alzheimer's Disease;Medicine & Health
43;Hungary;Turkey;Journal of Alzheimer's Disease;Medicine & Health
188;Hungary;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
136;Hungary;United States;Journal of Alzheimer's Disease;Medicine & Health
62;Iceland;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
8;Iceland;Norway;Journal of Alzheimer's Disease;Medicine & Health
15;Iceland;Sweden;Journal of Alzheimer's Disease;Medicine & Health
147;Iceland;United States;Journal of Alzheimer's Disease;Medicine & Health
57;India;Iran;Journal of Alzheimer's Disease;Medicine & Health
109;India;Italy;Journal of Alzheimer's Disease;Medicine & Health
40;India;Japan;Journal of Alzheimer's Disease;Medicine & Health
48;India;Mexico;Journal of Alzheimer's Disease;Medicine & Health
8;India;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
57;India;Norway;Journal of Alzheimer's Disease;Medicine & Health
18;India;Oman;Journal of Alzheimer's Disease;Medicine & Health
144;India;Panama;Journal of Alzheimer's Disease;Medicine & Health
4;India;Poland;Journal of Alzheimer's Disease;Medicine & Health
24;India;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
10;India;South Korea;Journal of Alzheimer's Disease;Medicine & Health
28;India;Sri Lanka;Journal of Alzheimer's Disease;Medicine & Health
19;India;Turkey;Journal of Alzheimer's Disease;Medicine & Health
86;India;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
823;India;United States;Journal of Alzheimer's Disease;Medicine & Health
8;Indonesia;Singapore;Journal of Alzheimer's Disease;Medicine & Health
38;Indonesia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
65;Iran;Italy;Journal of Alzheimer's Disease;Medicine & Health
155;Iran;Japan;Journal of Alzheimer's Disease;Medicine & Health
4;Iran;Jordan;Journal of Alzheimer's Disease;Medicine & Health
4;Iran;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
95;Iran;Panama;Journal of Alzheimer's Disease;Medicine & Health
16;Iran;South Africa;Journal of Alzheimer's Disease;Medicine & Health
7;Iran;Spain;Journal of Alzheimer's Disease;Medicine & Health
9;Iran;Sweden;Journal of Alzheimer's Disease;Medicine & Health
117;Iran;Turkey;Journal of Alzheimer's Disease;Medicine & Health
89;Iran;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
2380;Iran;United States;Journal of Alzheimer's Disease;Medicine & Health
295;Ireland;Italy;Journal of Alzheimer's Disease;Medicine & Health
12;Ireland;Luxembourg;Journal of Alzheimer's Disease;Medicine & Health
150;Ireland;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
32;Ireland;Norway;Journal of Alzheimer's Disease;Medicine & Health
19;Ireland;Poland;Journal of Alzheimer's Disease;Medicine & Health
25;Ireland;Portugal;Journal of Alzheimer's Disease;Medicine & Health
5;Ireland;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
4;Ireland;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
45;Ireland;Spain;Journal of Alzheimer's Disease;Medicine & Health
205;Ireland;Sweden;Journal of Alzheimer's Disease;Medicine & Health
14;Ireland;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
52;Ireland;Thailand;Journal of Alzheimer's Disease;Medicine & Health
30;Ireland;Tunisia;Journal of Alzheimer's Disease;Medicine & Health
14;Ireland;Turkey;Journal of Alzheimer's Disease;Medicine & Health
34;Ireland;United Arab Emirates;Journal of Alzheimer's Disease;Medicine & Health
1107;Ireland;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
1288;Ireland;United States;Journal of Alzheimer's Disease;Medicine & Health
30;Israel;Italy;Journal of Alzheimer's Disease;Medicine & Health
24;Israel;Japan;Journal of Alzheimer's Disease;Medicine & Health
14;Israel;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
17;Israel;South Korea;Journal of Alzheimer's Disease;Medicine & Health
7;Israel;Spain;Journal of Alzheimer's Disease;Medicine & Health
39;Israel;Sweden;Journal of Alzheimer's Disease;Medicine & Health
41;Israel;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
202;Israel;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
1614;Israel;United States;Journal of Alzheimer's Disease;Medicine & Health
58;Italy;Japan;Journal of Alzheimer's Disease;Medicine & Health
125;Italy;Luxembourg;Journal of Alzheimer's Disease;Medicine & Health
32;Italy;Mexico;Journal of Alzheimer's Disease;Medicine & Health
4;Italy;Nepal;Journal of Alzheimer's Disease;Medicine & Health
2263;Italy;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
156;Italy;Norway;Journal of Alzheimer's Disease;Medicine & Health
17;Italy;Panama;Journal of Alzheimer's Disease;Medicine & Health
172;Italy;Poland;Journal of Alzheimer's Disease;Medicine & Health
783;Italy;Portugal;Journal of Alzheimer's Disease;Medicine & Health
8;Italy;Puerto Rico;Journal of Alzheimer's Disease;Medicine & Health
44;Italy;Romania;Journal of Alzheimer's Disease;Medicine & Health
51;Italy;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
28;Italy;Serbia;Journal of Alzheimer's Disease;Medicine & Health
16;Italy;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
168;Italy;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
32;Italy;South Africa;Journal of Alzheimer's Disease;Medicine & Health
8;Italy;South Korea;Journal of Alzheimer's Disease;Medicine & Health
2598;Italy;Spain;Journal of Alzheimer's Disease;Medicine & Health
2139;Italy;Sweden;Journal of Alzheimer's Disease;Medicine & Health
2072;Italy;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
4;Italy;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
762;Italy;Turkey;Journal of Alzheimer's Disease;Medicine & Health
4763;Italy;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
5360;Italy;United States;Journal of Alzheimer's Disease;Medicine & Health
79;Japan;Liechtenstein;Journal of Alzheimer's Disease;Medicine & Health
175;Japan;Malaysia;Journal of Alzheimer's Disease;Medicine & Health
19;Japan;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
24;Japan;Norway;Journal of Alzheimer's Disease;Medicine & Health
14;Japan;Panama;Journal of Alzheimer's Disease;Medicine & Health
4;Japan;Poland;Journal of Alzheimer's Disease;Medicine & Health
170;Japan;Portugal;Journal of Alzheimer's Disease;Medicine & Health
17;Japan;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
27;Japan;Singapore;Journal of Alzheimer's Disease;Medicine & Health
223;Japan;South Korea;Journal of Alzheimer's Disease;Medicine & Health
275;Japan;Spain;Journal of Alzheimer's Disease;Medicine & Health
197;Japan;Sweden;Journal of Alzheimer's Disease;Medicine & Health
109;Japan;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
24;Japan;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
4;Japan;Thailand;Journal of Alzheimer's Disease;Medicine & Health
71;Japan;Turkey;Journal of Alzheimer's Disease;Medicine & Health
330;Japan;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
3044;Japan;United States;Journal of Alzheimer's Disease;Medicine & Health
41;Jordan;Spain;Journal of Alzheimer's Disease;Medicine & Health
21;Jordan;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
4;Jordan;United States;Journal of Alzheimer's Disease;Medicine & Health
8;Kuwait;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
57;Kuwait;Sweden;Journal of Alzheimer's Disease;Medicine & Health
8;Kuwait;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
7;Kuwait;United States;Journal of Alzheimer's Disease;Medicine & Health
106;Latvia;Norway;Journal of Alzheimer's Disease;Medicine & Health
211;Lebanon;United States;Journal of Alzheimer's Disease;Medicine & Health
93;Luxembourg;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
12;Luxembourg;Norway;Journal of Alzheimer's Disease;Medicine & Health
24;Luxembourg;Poland;Journal of Alzheimer's Disease;Medicine & Health
12;Luxembourg;Portugal;Journal of Alzheimer's Disease;Medicine & Health
4;Luxembourg;Romania;Journal of Alzheimer's Disease;Medicine & Health
12;Luxembourg;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
8;Luxembourg;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
29;Luxembourg;Spain;Journal of Alzheimer's Disease;Medicine & Health
36;Luxembourg;Sweden;Journal of Alzheimer's Disease;Medicine & Health
35;Luxembourg;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
152;Luxembourg;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
71;Luxembourg;United States;Journal of Alzheimer's Disease;Medicine & Health
82;Macao;Macau;Journal of Alzheimer's Disease;Medicine & Health
62;Macedonia (FYROM);North Macedonia;Journal of Alzheimer's Disease;Medicine & Health
20;Macedonia (FYROM);United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
11;Malawi;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
4;Malawi;United States;Journal of Alzheimer's Disease;Medicine & Health
13;Malaysia;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
70;Malaysia;Sweden;Journal of Alzheimer's Disease;Medicine & Health
123;Malaysia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
65;Malaysia;United States;Journal of Alzheimer's Disease;Medicine & Health
23;Malta;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
20;Mexico;Netherlands;Journal of Alzheimer's Disease;Medicine & Health
7;Mexico;Panama;Journal of Alzheimer's Disease;Medicine & Health
7;Mexico;Peru;Journal of Alzheimer's Disease;Medicine & Health
8;Mexico;Puerto Rico;Journal of Alzheimer's Disease;Medicine & Health
690;Mexico;Spain;Journal of Alzheimer's Disease;Medicine & Health
201;Mexico;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
1011;Mexico;United States;Journal of Alzheimer's Disease;Medicine & Health
21;Mexico;Venezuela;Journal of Alzheimer's Disease;Medicine & Health
8;Mozambique;Portugal;Journal of Alzheimer's Disease;Medicine & Health
219;Netherlands;Norway;Journal of Alzheimer's Disease;Medicine & Health
72;Netherlands;Poland;Journal of Alzheimer's Disease;Medicine & Health
404;Netherlands;Portugal;Journal of Alzheimer's Disease;Medicine & Health
82;Netherlands;Romania;Journal of Alzheimer's Disease;Medicine & Health
8;Netherlands;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
31;Netherlands;Serbia;Journal of Alzheimer's Disease;Medicine & Health
402;Netherlands;Singapore;Journal of Alzheimer's Disease;Medicine & Health
68;Netherlands;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
72;Netherlands;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
19;Netherlands;South Korea;Journal of Alzheimer's Disease;Medicine & Health
1585;Netherlands;Spain;Journal of Alzheimer's Disease;Medicine & Health
18;Netherlands;Sri Lanka;Journal of Alzheimer's Disease;Medicine & Health
1695;Netherlands;Sweden;Journal of Alzheimer's Disease;Medicine & Health
474;Netherlands;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
32;Netherlands;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
286;Netherlands;Turkey;Journal of Alzheimer's Disease;Medicine & Health
2748;Netherlands;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
2669;Netherlands;United States;Journal of Alzheimer's Disease;Medicine & Health
45;New Zealand;Singapore;Journal of Alzheimer's Disease;Medicine & Health
4;New Zealand;South Africa;Journal of Alzheimer's Disease;Medicine & Health
12;New Zealand;Sri Lanka;Journal of Alzheimer's Disease;Medicine & Health
26;New Zealand;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
14;New Zealand;United States;Journal of Alzheimer's Disease;Medicine & Health
94;Nigeria;United States;Journal of Alzheimer's Disease;Medicine & Health
12;North Macedonia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
67;Norway;Poland;Journal of Alzheimer's Disease;Medicine & Health
43;Norway;Portugal;Journal of Alzheimer's Disease;Medicine & Health
11;Norway;Romania;Journal of Alzheimer's Disease;Medicine & Health
4;Norway;Saudi Arabia;Journal of Alzheimer's Disease;Medicine & Health
7;Norway;Serbia;Journal of Alzheimer's Disease;Medicine & Health
17;Norway;Singapore;Journal of Alzheimer's Disease;Medicine & Health
7;Norway;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
19;Norway;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
4;Norway;South Africa;Journal of Alzheimer's Disease;Medicine & Health
147;Norway;Spain;Journal of Alzheimer's Disease;Medicine & Health
13;Norway;Sudan;Journal of Alzheimer's Disease;Medicine & Health
1464;Norway;Sweden;Journal of Alzheimer's Disease;Medicine & Health
51;Norway;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
42;Norway;Thailand;Journal of Alzheimer's Disease;Medicine & Health
4;Norway;Turkey;Journal of Alzheimer's Disease;Medicine & Health
4;Norway;United Arab Emirates;Journal of Alzheimer's Disease;Medicine & Health
1367;Norway;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
504;Norway;United States;Journal of Alzheimer's Disease;Medicine & Health
32;Pakistan;United States;Journal of Alzheimer's Disease;Medicine & Health
7;Panama;Spain;Journal of Alzheimer's Disease;Medicine & Health
12;Panama;Turkey;Journal of Alzheimer's Disease;Medicine & Health
4;Panama;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
492;Panama;United States;Journal of Alzheimer's Disease;Medicine & Health
18;Peru;Spain;Journal of Alzheimer's Disease;Medicine & Health
9;Peru;Sweden;Journal of Alzheimer's Disease;Medicine & Health
10;Peru;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
15;Poland;Portugal;Journal of Alzheimer's Disease;Medicine & Health
4;Poland;Romania;Journal of Alzheimer's Disease;Medicine & Health
12;Poland;Singapore;Journal of Alzheimer's Disease;Medicine & Health
15;Poland;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
23;Poland;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
75;Poland;Spain;Journal of Alzheimer's Disease;Medicine & Health
541;Poland;Sweden;Journal of Alzheimer's Disease;Medicine & Health
38;Poland;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
691;Poland;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
327;Poland;United States;Journal of Alzheimer's Disease;Medicine & Health
8;Portugal;Slovakia;Journal of Alzheimer's Disease;Medicine & Health
17;Portugal;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
926;Portugal;Spain;Journal of Alzheimer's Disease;Medicine & Health
207;Portugal;Sweden;Journal of Alzheimer's Disease;Medicine & Health
70;Portugal;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
166;Portugal;Turkey;Journal of Alzheimer's Disease;Medicine & Health
243;Portugal;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
440;Portugal;United States;Journal of Alzheimer's Disease;Medicine & Health
29;Puerto Rico;Spain;Journal of Alzheimer's Disease;Medicine & Health
131;Puerto Rico;United States;Journal of Alzheimer's Disease;Medicine & Health
10;Qatar;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
28;Qatar;Tunisia;Journal of Alzheimer's Disease;Medicine & Health
128;Qatar;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
12;Romania;Serbia;Journal of Alzheimer's Disease;Medicine & Health
4;Romania;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
4;Romania;South Korea;Journal of Alzheimer's Disease;Medicine & Health
52;Romania;Spain;Journal of Alzheimer's Disease;Medicine & Health
83;Romania;Sweden;Journal of Alzheimer's Disease;Medicine & Health
18;Romania;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
4;Romania;Turkey;Journal of Alzheimer's Disease;Medicine & Health
123;Romania;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
15;Romania;United States;Journal of Alzheimer's Disease;Medicine & Health
19;Russia;Turkey;Journal of Alzheimer's Disease;Medicine & Health
37;Russia;Ukraine;Journal of Alzheimer's Disease;Medicine & Health
450;Russia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
270;Russia;United States;Journal of Alzheimer's Disease;Medicine & Health
10;Saudi Arabia;South Korea;Journal of Alzheimer's Disease;Medicine & Health
39;Saudi Arabia;Spain;Journal of Alzheimer's Disease;Medicine & Health
44;Saudi Arabia;Sweden;Journal of Alzheimer's Disease;Medicine & Health
115;Saudi Arabia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
92;Saudi Arabia;United States;Journal of Alzheimer's Disease;Medicine & Health
4;Saudi Arabia;Yemen;Journal of Alzheimer's Disease;Medicine & Health
4;Serbia;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
8;Serbia;South Korea;Journal of Alzheimer's Disease;Medicine & Health
37;Serbia;Spain;Journal of Alzheimer's Disease;Medicine & Health
23;Serbia;Sweden;Journal of Alzheimer's Disease;Medicine & Health
16;Serbia;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
8;Serbia;Turkey;Journal of Alzheimer's Disease;Medicine & Health
38;Serbia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
54;Serbia;United States;Journal of Alzheimer's Disease;Medicine & Health
49;Singapore;Spain;Journal of Alzheimer's Disease;Medicine & Health
70;Singapore;Sweden;Journal of Alzheimer's Disease;Medicine & Health
22;Singapore;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
30;Singapore;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
711;Singapore;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
457;Singapore;United States;Journal of Alzheimer's Disease;Medicine & Health
7;Slovakia;Slovenia;Journal of Alzheimer's Disease;Medicine & Health
5;Slovakia;Spain;Journal of Alzheimer's Disease;Medicine & Health
25;Slovakia;Sweden;Journal of Alzheimer's Disease;Medicine & Health
9;Slovakia;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
5;Slovakia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
41;Slovakia;United States;Journal of Alzheimer's Disease;Medicine & Health
80;Slovenia;Spain;Journal of Alzheimer's Disease;Medicine & Health
535;Slovenia;Sweden;Journal of Alzheimer's Disease;Medicine & Health
81;Slovenia;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
68;Slovenia;United States;Journal of Alzheimer's Disease;Medicine & Health
4;South Africa;Spain;Journal of Alzheimer's Disease;Medicine & Health
4;South Africa;Sweden;Journal of Alzheimer's Disease;Medicine & Health
4;South Africa;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
4;South Africa;United Arab Emirates;Journal of Alzheimer's Disease;Medicine & Health
85;South Africa;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
151;South Africa;United States;Journal of Alzheimer's Disease;Medicine & Health
38;South Korea;Spain;Journal of Alzheimer's Disease;Medicine & Health
23;South Korea;Sri Lanka;Journal of Alzheimer's Disease;Medicine & Health
27;South Korea;Sweden;Journal of Alzheimer's Disease;Medicine & Health
28;South Korea;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
4;South Korea;Turkey;Journal of Alzheimer's Disease;Medicine & Health
313;South Korea;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
1759;South Korea;United States;Journal of Alzheimer's Disease;Medicine & Health
1884;Spain;Sweden;Journal of Alzheimer's Disease;Medicine & Health
348;Spain;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
186;Spain;Turkey;Journal of Alzheimer's Disease;Medicine & Health
2249;Spain;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
4052;Spain;United States;Journal of Alzheimer's Disease;Medicine & Health
14;Sri Lanka;United States;Journal of Alzheimer's Disease;Medicine & Health
61;Sudan;Sweden;Journal of Alzheimer's Disease;Medicine & Health
12;Sudan;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
474;Sweden;Switzerland;Journal of Alzheimer's Disease;Medicine & Health
38;Sweden;Taiwan;Journal of Alzheimer's Disease;Medicine & Health
5;Sweden;Thailand;Journal of Alzheimer's Disease;Medicine & Health
103;Sweden;Turkey;Journal of Alzheimer's Disease;Medicine & Health
24;Sweden;United Arab Emirates;Journal of Alzheimer's Disease;Medicine & Health
5633;Sweden;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
4556;Sweden;United States;Journal of Alzheimer's Disease;Medicine & Health
5;Sweden;Uruguay;Journal of Alzheimer's Disease;Medicine & Health
119;Switzerland;Turkey;Journal of Alzheimer's Disease;Medicine & Health
1388;Switzerland;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
1325;Switzerland;United States;Journal of Alzheimer's Disease;Medicine & Health
61;Taiwan;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
275;Taiwan;United States;Journal of Alzheimer's Disease;Medicine & Health
191;Thailand;United States;Journal of Alzheimer's Disease;Medicine & Health
16;Trinidad & Tobago;Trinidad and Tobago;Journal of Alzheimer's Disease;Medicine & Health
8;Trinidad & Tobago;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
8;Trinidad and Tobago;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
182;Turkey;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
847;Turkey;United States;Journal of Alzheimer's Disease;Medicine & Health
16;United Arab Emirates;United Kingdom;Journal of Alzheimer's Disease;Medicine & Health
28;United Arab Emirates;United States;Journal of Alzheimer's Disease;Medicine & Health
7162;United Kingdom;United States;Journal of Alzheimer's Disease;Medicine & Health
11;United Kingdom;Uruguay;Journal of Alzheimer's Disease;Medicine & Health
86;United States;Uruguay;Journal of Alzheimer's Disease;Medicine & Health
483;United States;Venezuela;Journal of Alzheimer's Disease;Medicine & Health
30;United States;Yemen;Journal of Alzheimer's Disease;Medicine & Health
4;Australia;China;Journal of Alzheimer's Disease Reports;Medicine & Health
4;Australia;France;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Australia;India;Journal of Alzheimer's Disease Reports;Medicine & Health
5;Australia;Ireland;Journal of Alzheimer's Disease Reports;Medicine & Health
10;Australia;Japan;Journal of Alzheimer's Disease Reports;Medicine & Health
4;Australia;Malaysia;Journal of Alzheimer's Disease Reports;Medicine & Health
86;Australia;United States;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Belgium;Canada;Journal of Alzheimer's Disease Reports;Medicine & Health
6;Belgium;France;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Belgium;Germany;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Belgium;Guadeloupe;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Belgium;Norway;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Belgium;Spain;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Belgium;Tunisia;Journal of Alzheimer's Disease Reports;Medicine & Health
3;Belgium;United States;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Brazil;Denmark;Journal of Alzheimer's Disease Reports;Medicine & Health
6;Brazil;Germany;Journal of Alzheimer's Disease Reports;Medicine & Health
3;Brazil;Norway;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Brazil;Spain;Journal of Alzheimer's Disease Reports;Medicine & Health
9;Brunei;India;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Canada;France;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Canada;Germany;Journal of Alzheimer's Disease Reports;Medicine & Health
30;Canada;United States;Journal of Alzheimer's Disease Reports;Medicine & Health
28;China;United States;Journal of Alzheimer's Disease Reports;Medicine & Health
6;Denmark;Germany;Journal of Alzheimer's Disease Reports;Medicine & Health
2;Estonia;Germany;Journal of Alzheimer's Disease Reports;Medicine & Health
8;Estonia;Netherlands;Journal of Alzheimer's Disease Reports;Medicine & Health
23;Estonia;Sweden;Journal of Alzheimer's Disease Reports;Medicine & Health
26;Finland;Sweden;Journal of Alzheimer's Disease Reports;Medicine & Health
16;Finland;United Kingdom;Journal of Alzheimer's Disease Reports;Medicine & Health
2;France;Germany;Journal of Alzheimer's Disease Reports;Medicine & Health
3;France;Guadeloupe;Journal of Alzheimer's Disease Reports;Medicine & Health
2;France;Norway;Journal of Alzheimer's Disease Reports;Medicine & Health
1;France;Russia;Journal of Alzheimer's Disease Reports;Medicine & Health
9;France;Spain;Journal of Alzheimer's Disease Reports;Medicine & Health
3;France;Tunisia;Journal of Alzheimer's Disease Reports;Medicine & Health
1;France;United Kingdom;Journal of Alzheimer's Disease Reports;Medicine & Health
8;France;United States;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Germany;Greece;Journal of Alzheimer's Disease Reports;Medicine & Health
7;Germany;Iran;Journal of Alzheimer's Disease Reports;Medicine & Health
7;Germany;Japan;Journal of Alzheimer's Disease Reports;Medicine & Health
1;Germany;Russia;Journal of Alzheimer's Disease Reports;Medicine & Health
